,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
386,Mission Viejo,33.6,-117.67,19.44,84,0,1.08,US,1604370706
387,Modesto,37.64,-121.0,18.0,52,1,1.69,US,1604370936
388,Monrovia,6.3,-10.8,25.44,86,3,1.87,LR,1604370967
389,Montclair,40.83,-74.21,5.0,44,1,3.1,US,1604370968
390,Montebello,34.01,-118.11,20.56,77,1,1.5,US,1604370940
391,Monterey,36.25,-121.25,18.33,93,75,6.7,US,1604370968
392,Monterey Park,34.06,-118.12,21.11,77,1,1.5,US,1604370708
393,Montrose,38.42,-108.27,8.0,60,1,4.1,US,1604370968
394,Moorpark,34.29,-118.88,17.78,75,0,1.01,US,1604370968
395,Moraga,37.83,-122.13,20.0,68,40,1.5,US,1604370909
396,Moreno Valley,33.94,-117.23,25.0,46,1,0.48,US,1604370968
397,Morgan Hill,37.13,-121.65,23.0,31,1,3.1,US,1604370946
398,Morro Bay,35.37,-120.85,16.11,94,0,2.68,US,1604370968
399,Mountain View,37.39,-122.08,20.0,72,5,2.1,US,1604370710
400,Murrieta,33.55,-117.21,20.0,45,1,2.6,US,1604370951
401,Napa,38.48,-122.33,19.44,39,0,1.33,US,1604370913
402,National City,32.68,-117.1,20.0,77,20,1.5,US,1604370954
403,Newark,40.74,-74.17,5.0,44,1,6.2,US,1604370881
404,Newbury Park,51.58,0.09,8.0,75,40,3.1,GB,1604370969
405,Newport Beach,33.62,-117.93,19.44,82,1,1.5,US,1604370721
406,Nipomo,35.04,-120.48,17.22,87,1,2.6,US,1604370969
407,Norco,33.93,-117.55,23.0,60,1,2.1,US,1604370969
408,North Highland,45.25,-122.41,12.78,71,96,1.62,US,1604370969
409,North Highlands,38.69,-121.37,22.0,28,1,1.91,US,1604370714
410,North Hills,40.78,-73.68,6.0,41,20,9.3,US,1604370969
411,North Hollywood,34.17,-118.37,23.0,56,1,1.5,US,1604370757
412,Northridge,39.81,-84.2,5.56,44,20,6.2,US,1604370970
413,Norwalk,33.9,-118.08,19.0,77,1,2.1,US,1604370705
414,Novato,38.11,-122.57,18.33,54,1,3.1,US,1604370715
415,Oakdale,44.96,-92.96,7.78,77,1,2.09,US,1604370914
416,Oakhurst,40.27,-74.02,5.56,48,1,4.1,US,1604370970
417,Oakland,42.67,-83.4,6.11,35,40,8.2,US,1604370970
418,Oakley,38.0,-121.71,21.11,44,0,1.39,US,1604370968
419,Oceanside,33.2,-117.38,18.33,93,1,1.32,US,1604370962
420,Ojai,34.45,-119.24,19.44,36,0,2.25,US,1604370879
421,Ontario,34.06,-117.65,23.0,35,1,5.1,US,1604370776
422,Orange,33.7,-117.77,19.44,82,1,1.5,US,1604370728
423,Orcutt,34.87,-120.44,14.0,87,1,2.6,US,1604370718
424,Orinda,37.88,-122.18,20.0,68,40,1.5,US,1604370971
425,Orland,39.75,-122.2,18.89,44,0,0.88,US,1604370971
426,Oroville,39.51,-121.56,22.0,30,1,2.32,US,1604370719
427,Oxnard,34.2,-119.18,17.0,100,90,2.6,US,1604370848
428,Oxnard,34.2,-119.18,17.0,100,90,2.6,US,1604370848
429,Pacific Beach,47.21,-124.2,11.11,96,100,4.35,US,1604370971
430,Pacific Grove,36.62,-121.92,13.33,93,1,1.5,US,1604370720
431,Pacific Palisades,34.04,-118.54,23.0,88,1,1.58,US,1604370971
432,Pacifica,37.61,-122.49,17.78,63,20,6.7,US,1604370972
433,Palm Desert,33.72,-116.37,29.0,18,1,0.81,US,1604370972
434,Palm Springs,33.83,-116.55,29.0,18,1,1.54,US,1604370913
435,Palmdale,34.58,-118.12,22.0,17,1,3.6,US,1604370786
436,Palo Alto,37.44,-122.14,20.0,72,5,2.1,US,1604370972
437,Panorama City,34.22,-118.45,22.0,53,5,0.6,US,1604370972
438,Paramount,33.89,-118.16,19.0,77,1,2.6,US,1604370723
439,Pasadena,29.69,-95.21,18.0,36,1,1.5,US,1604370972
440,Paso Robles,35.63,-120.69,23.0,27,1,3.6,US,1604370869
441,Patterson,37.47,-121.13,21.11,52,1,2.13,US,1604370972
442,Perris,33.78,-117.23,21.11,46,1,0.37,US,1604370724
443,Petaluma,38.23,-122.64,18.33,55,1,1.5,US,1604370973
444,Pico Rivera,33.98,-118.1,19.0,77,1,2.1,US,1604370973
445,Pinole,38.0,-122.3,20.56,50,0,1.94,US,1604370693
446,Pismo Beach,35.14,-120.64,16.11,82,1,2.6,US,1604370973
447,Pittsburg,38.03,-121.88,21.11,37,1,1.81,US,1604370747
448,Piacenza,45.05,9.7,12.22,93,15,0.76,IT,1604370725
449,Placerville,38.73,-120.8,21.0,18,1,3.1,US,1604370973
450,Playa Vista,33.97,-118.43,20.0,87,75,3.6,US,1604370973
451,Pleasant Hill,37.95,-122.06,21.11,37,1,1.75,US,1604370930
452,Pleasanton,37.66,-121.87,20.0,28,1,2.1,US,1604370973
453,Pollock Pines,38.76,-120.59,21.0,18,1,3.1,US,1604370974
454,Pomona,34.06,-117.75,23.0,43,0,3.6,US,1604370974
455,Port Hueneme,34.15,-119.2,17.0,100,90,2.6,US,1604370706
456,Porterville,36.07,-119.02,18.33,52,1,1.28,US,1604370974
457,Poway,32.96,-117.04,19.44,88,1,1.5,US,1604370710
458,Prunedale,36.78,-121.67,14.44,93,75,6.7,US,1604370974
459,Ramona,33.04,-116.87,18.89,67,1,2.1,US,1604370974
460,Rancho Bernardo,33.02,-117.06,18.89,67,1,2.1,US,1604370887
461,Rancho Bernardo,33.02,-117.06,18.89,67,1,2.1,US,1604370887
462,Rancho Cordova,38.59,-121.3,20.56,39,5,1.67,US,1604370858
463,Rancho Cucamonga,34.11,-117.59,23.0,35,1,5.1,US,1604370824
464,Rancho Mirage,33.74,-116.41,29.0,18,1,1.14,US,1604370975
465,Rancho Palos Verdes,33.74,-118.39,17.78,82,1,2.1,US,1604370730
466,Rancho Santa Margarita,33.64,-117.6,19.44,83,0,0.87,US,1604370975
467,Red Bluff,40.18,-122.24,22.0,28,1,1.5,US,1604370700
468,Redding,40.59,-122.39,21.0,26,1,0.97,US,1604370975
469,Redlands,34.06,-117.18,25.0,31,20,2.6,US,1604370957
470,Redondo Beach,33.85,-118.39,17.78,82,1,2.1,US,1604370975
471,Redwood City,37.49,-122.24,18.89,72,5,2.1,US,1604370685
472,Reedley,36.6,-119.45,19.44,37,20,2.6,US,1604370975
473,Reseda,34.19,-118.54,22.0,53,5,1.01,US,1604370975
474,Rialto,34.11,-117.37,25.0,31,20,2.6,US,1604370976
475,Richmond,37.55,-77.46,5.56,60,1,2.1,US,1604370750
476,Ridgecrest,35.62,-117.67,23.0,11,1,2.6,US,1604370847
477,Ripon,54.14,-1.52,8.0,65,9,7.2,GB,1604370754
478,Riverbank,37.74,-120.94,18.0,52,1,1.58,US,1604370976
479,Riverside,33.73,-116.05,24.44,28,1,1.5,US,1604370690
480,Rocklin,38.79,-121.24,22.0,36,1,2.0,US,1604370976
481,Rohnert Park,38.34,-122.7,19.44,55,1,1.5,US,1604370718
482,Rolling Hills,33.76,-118.35,19.0,82,1,2.1,US,1604370738
483,Rolling Hills Estates,33.79,-118.36,19.0,82,1,2.1,US,1604370976
484,Rosamond,34.86,-118.16,20.56,22,1,3.6,US,1604370976
485,Rosemead,34.08,-118.07,21.11,71,0,1.37,US,1604370807
486,Roseville,38.75,-121.29,22.0,28,1,1.93,US,1604370973
487,Rowland Heights,33.98,-117.91,21.11,77,1,2.1,US,1604370977
488,Sacramento,38.47,-121.32,20.56,39,5,1.41,US,1604370903
489,Sacramento,38.47,-121.32,20.56,39,5,1.41,US,1604370903
490,Salinas,36.68,-121.66,14.44,93,75,6.7,US,1604370977
491,San Anselmo,37.97,-122.56,20.56,54,1,3.1,US,1604370895
492,San Bernardino,34.67,-116.17,23.89,17,1,2.6,US,1604370710
493,San Bernardino,34.67,-116.17,23.89,17,1,2.6,US,1604370710
494,San Bruno,37.63,-122.41,18.0,63,20,6.7,US,1604370977
495,San Carlos,9.66,-68.58,23.34,93,94,1.09,VE,1604370977
496,San Clemente,33.43,-117.61,18.33,89,0,1.19,US,1604370739
497,San Diego,32.72,-117.16,20.0,77,20,1.5,US,1604370699
498,San Diego,32.72,-117.16,20.0,77,20,1.5,US,1604370699
499,San Dimas,34.11,-117.81,22.0,43,0,3.6,US,1604370978
500,San Fernando,15.03,120.69,30.0,74,75,2.1,PH,1604370978
501,San Francisco,37.77,-122.42,18.89,63,20,6.7,US,1604370814
502,San Francisco,37.77,-122.42,18.89,63,20,6.7,US,1604370814
503,San Gabriel,34.1,-118.11,21.11,77,1,1.5,US,1604370957
504,San Jacinto,33.78,-116.96,21.0,45,1,2.6,US,1604370978
505,San Jose,37.34,-121.89,20.56,44,0,1.34,US,1604370823
506,San Juan Capistrano,33.5,-117.66,18.89,89,0,1.28,US,1604370946
507,San Leandro,37.72,-122.16,19.44,68,40,1.5,US,1604370978
508,San Lorenzo,-25.33,-57.53,24.0,44,0,2.6,PY,1604370978
509,San Luis Obispo,35.37,-120.53,16.11,82,1,2.6,US,1604370978
510,San Luis Obispo,35.37,-120.53,16.11,82,1,2.6,US,1604370978
511,San Marcos,33.14,-117.17,18.33,93,1,0.86,US,1604370979
512,San Marino,43.93,12.42,14.44,93,39,1.0,SM,1604370979
513,San Mateo,37.45,-122.35,20.0,52,5,3.1,US,1604370979
514,San Pablo City,14.07,121.33,32.22,66,20,2.6,PH,1604370979
515,City of San Pedro,14.35,121.02,32.22,66,20,2.6,PH,1604370979
516,San Rafael,-34.62,-68.33,22.82,22,46,4.01,AR,1604370979
517,San Ramon,37.78,-121.98,20.0,28,1,2.1,US,1604370979
518,San Ysidro,32.35,-106.81,15.56,44,1,1.62,US,1604370979
519,Sand City,36.62,-121.85,13.89,93,1,1.5,US,1604370980
520,Sanger,36.71,-119.56,23.0,37,20,2.6,US,1604370980
521,Santa Ana,33.75,-117.87,20.56,82,1,1.5,US,1604370684
522,Santa Barbara,34.73,-120.03,18.33,52,1,1.6,US,1604370882
523,Santa Clara,22.4,-79.97,25.0,94,75,2.6,CU,1604370980
524,Santa Clarita,34.39,-118.54,22.0,53,5,0.49,US,1604370839
525,Santa Cruz de la Sierra,-17.8,-63.17,23.0,53,20,3.1,BO,1604370980
526,Santa Fe Springs,33.95,-118.09,19.0,77,1,2.1,US,1604370980
527,Santa Maria,-29.68,-53.81,13.67,72,20,3.43,BR,1604370980
528,Santa Monica,34.02,-118.49,20.56,88,1,1.89,US,1604370913
529,Santa Paula,34.35,-119.06,17.78,72,1,1.5,US,1604370857
530,Santa Rosa,14.31,121.11,32.22,66,20,2.6,PH,1604370981
531,Santa Rosa,14.31,121.11,32.22,66,20,2.6,PH,1604370981
532,Santee,32.84,-116.97,19.0,82,1,1.5,US,1604370981
533,Saratoga,43.1,-73.85,1.11,75,100,0.89,US,1604370981
534,Saugus,42.46,-71.01,2.0,47,40,7.7,US,1604370755
535,Sausalito,37.86,-122.49,17.78,86,0,5.36,US,1604370981
536,Scotts Valley,37.05,-122.01,17.78,62,0,2.2,US,1604370805
537,Seal Beach,33.74,-118.1,19.0,77,1,2.6,US,1604370981
538,Seal Beach,33.74,-118.1,19.0,77,1,2.6,US,1604370981
539,Seaside,36.61,-121.85,13.89,93,1,1.5,US,1604370981
540,Sevastopol,44.6,33.53,14.62,58,100,2.19,UA,1604370834
541,Selma,36.57,-119.61,23.0,37,20,2.6,US,1604370855
542,Sherman Oaks,34.15,-118.45,23.0,38,1,2.1,US,1604370982
543,Sierra Madre,34.16,-118.05,21.11,71,0,0.4,US,1604370982
544,Signal Hill,33.8,-118.17,19.0,77,1,2.6,US,1604370982
545,Simi Valley,34.27,-118.78,20.56,76,0,1.33,US,1604370982
546,Solana Beach,32.99,-117.27,18.33,88,1,1.5,US,1604370982
547,Soledad,10.92,-74.76,28.0,83,40,2.1,CO,1604370982
548,Sonoma,38.55,-122.9,18.33,63,0,1.14,US,1604370982
549,Sonora,37.98,-120.38,18.89,29,1,2.72,US,1604370982
550,Soquel,36.99,-121.96,17.22,93,90,2.39,US,1604370982
551,South El Monte,34.05,-118.05,21.11,72,0,1.83,US,1604370983
552,South Gate,33.95,-118.21,19.0,77,1,1.5,US,1604370983
553,South Lake Tahoe,38.93,-119.98,10.56,29,1,2.16,US,1604370973
554,South Pasadena,34.12,-118.15,21.11,77,1,1.5,US,1604370879
555,South San Francisco,37.65,-122.41,18.0,63,20,6.7,US,1604370734
556,Southgate,42.21,-83.19,7.22,35,1,7.7,US,1604370813
557,Spring Valley,36.11,-115.25,26.0,15,75,2.6,US,1604370857
558,Stanford,37.42,-122.17,20.0,72,5,2.1,US,1604370983
559,Stanton,33.8,-117.99,19.0,77,1,2.1,US,1604370754
560,Stevenson Ranch,34.39,-118.58,21.67,54,0,0.69,US,1604370983
561,Stockton,37.96,-121.29,21.11,30,1,0.34,US,1604370735
562,Suisun City,38.24,-122.04,20.56,42,1,2.6,US,1604370732
563,Sunland,38.89,-101.82,17.0,23,1,6.7,US,1604370984
564,Sunnyvale,37.37,-122.04,20.56,72,5,2.1,US,1604370984
565,Susanville,40.42,-120.65,12.0,27,1,2.1,US,1604370984
566,Sylmar,34.31,-118.45,22.22,53,5,0.18,US,1604370742
567,Taft,31.75,54.21,10.0,23,0,1.0,IR,1604370984
568,Tarzana,37.57,48.44,8.23,50,81,0.38,IR,1604370984
569,Tehachapi,35.13,-118.45,14.44,33,1,1.48,US,1604370978
570,Temecula,33.49,-117.15,20.0,45,1,2.6,US,1604370902
571,Temple City,34.11,-118.06,21.11,71,0,0.91,US,1604370832
572,Thousand Oaks,34.17,-118.84,18.33,75,0,1.6,US,1604370984
573,Torrance,33.84,-118.34,19.0,82,1,2.1,US,1604370985
574,Tracy,37.74,-121.43,21.0,28,20,2.1,US,1604370985
575,Travis AFB,38.27,-121.93,20.0,42,1,2.6,US,1604370985
576,Truckee,39.33,-120.18,13.33,25,1,1.54,US,1604370758
577,Tulare,36.27,-118.8,20.56,28,5,3.4,US,1604370985
578,Turlock,37.49,-120.85,21.67,52,1,2.29,US,1604370841
579,Tustin,33.75,-117.83,20.56,82,1,1.5,US,1604370985
580,Twentynine Palms,34.14,-116.05,23.89,17,1,2.6,US,1604370985
581,Ukiah,39.15,-123.21,21.0,26,1,1.24,US,1604370985
582,Union City,37.6,-122.02,20.0,63,1,1.5,US,1604370986
583,Universal City,34.14,-118.35,23.0,56,1,1.5,US,1604370783
584,Upland,34.1,-117.65,23.0,43,0,3.6,US,1604370848
585,Vacaville,38.36,-121.99,20.0,42,1,2.04,US,1604370790
586,Valencia,39.33,-0.83,14.44,93,20,1.5,ES,1604370986
587,Vallejo,38.1,-122.26,20.56,45,1,1.82,US,1604370986
588,Valley Center,33.22,-117.03,18.33,68,0,0.52,US,1604370986
589,Valley Springs,38.19,-120.83,22.0,19,1,3.1,US,1604370986
590,Valley Village,34.16,-118.4,23.0,56,1,1.5,US,1604370986
591,Van Nuys,34.19,-118.45,22.0,53,5,0.77,US,1604370986
592,Venice,27.1,-82.45,18.0,68,90,6.2,US,1604370986
593,Ventura,34.47,-119.02,17.78,49,0,1.79,US,1604370987
594,Victorville,34.54,-117.29,20.0,46,0,2.2,US,1604370845
595,Visalia,36.33,-119.29,19.0,42,1,1.32,US,1604370987
596,Vista,33.2,-117.24,18.33,93,1,0.89,US,1604370987
597,Walnut,34.02,-117.87,22.0,77,1,2.1,US,1604370859
598,Walnut Creek,37.91,-122.06,20.0,42,0,1.6,US,1604370895
599,Watsonville,36.91,-121.76,13.33,93,90,1.28,US,1604370987
600,Weaverville,40.73,-122.94,19.44,31,0,1.34,US,1604370987
601,West Covina,34.07,-117.94,21.11,71,0,0.45,US,1604370987
602,West Covina,34.07,-117.94,21.11,71,0,0.45,US,1604370987
603,West Hills,34.2,-118.64,23.0,38,1,2.1,US,1604370786
604,West Hollywood,34.09,-118.36,23.0,77,1,1.5,US,1604370987
605,West Sacramento,38.58,-121.53,22.0,48,1,2.2,US,1604370988
606,Westchester,25.75,-80.33,24.44,56,75,6.7,US,1604370988
607,Westlake,41.46,-81.92,6.11,35,20,8.2,US,1604370909
608,Westlake Village,34.15,-118.81,20.56,75,0,1.73,US,1604370988
609,Westminster,39.84,-105.04,16.0,21,5,3.6,US,1604370699
610,Westwood,42.21,-71.22,1.67,58,43,6.2,US,1604370928
611,Whittier,33.98,-118.03,21.11,77,1,2.1,US,1604370988
612,Wildomar,33.6,-117.28,20.0,45,1,2.6,US,1604370877
613,Willits,39.41,-123.36,21.0,26,1,1.14,US,1604370988
614,Willows,39.52,-122.19,22.0,30,1,1.0,US,1604370881
615,Winchester,51.07,-1.32,7.22,87,44,2.6,GB,1604370988
616,Windsor,42.3,-83.02,7.22,35,1,7.7,CA,1604370723
617,Woodland,38.68,-121.77,21.67,48,40,1.5,US,1604370896
618,Woodland Hills,40.02,-111.65,11.67,34,1,1.9,US,1604370989
619,Yorba Linda,33.89,-117.81,21.11,77,1,2.1,US,1604370767
620,Yreka,41.74,-122.63,12.0,27,1,1.5,US,1604370922
621,Yuba City,39.14,-121.62,20.0,36,1,2.5,US,1604370989
622,Yucaipa,34.03,-117.04,25.0,31,20,2.6,US,1604370979
623,Yucaipa,34.03,-117.04,25.0,31,20,2.6,US,1604370979
624,Yucca Valley,34.11,-116.43,29.0,18,1,0.73,US,1604370885
625,Alamosa,37.47,-105.87,7.0,48,1,2.1,US,1604370989
626,Arvada,39.8,-105.09,14.44,25,0,0.45,US,1604370968
627,Aspen,39.19,-106.82,6.0,35,1,4.6,US,1604370989
628,Aurora,39.73,-104.83,14.44,22,1,4.1,US,1604370778
629,Avon,41.45,-82.04,6.67,35,20,8.2,US,1604370990
630,Basalt,39.37,-107.03,6.67,35,1,4.6,US,1604370847
631,Bennett,39.76,-104.43,12.78,25,0,3.13,US,1604370990
632,Blackhawk,37.82,-121.91,20.0,28,1,2.1,US,1604370990
633,Boulder,40.08,-105.35,12.78,27,1,3.1,US,1604370756
634,Breckenridge,32.76,-98.9,14.0,54,1,2.6,US,1604370913
635,Brighton,50.83,-0.14,11.67,77,17,0.89,GB,1604370990
636,Broomfield,39.92,-105.09,16.0,21,5,3.6,US,1604370990
637,Cañon City,38.44,-105.24,11.67,45,0,1.61,US,1604370913
638,Castle Rock,39.37,-104.86,12.22,21,0,1.79,US,1604370730
639,Castle Rocks,43.33,-115.31,10.0,31,1,1.94,US,1604370990
640,Centennial,39.58,-104.88,14.44,25,1,3.6,US,1604370773
641,Clifton,40.86,-74.16,5.0,51,1,5.7,US,1604370717
642,Colorado Springs,38.83,-104.82,14.0,29,1,1.25,US,1604370901
643,Commerce City,39.81,-104.93,14.44,22,1,4.1,US,1604370804
644,Conifer,39.52,-105.31,13.33,29,0,3.12,US,1604370991
645,Copper Mountain,49.32,-120.54,6.0,70,100,0.5,CA,1604370991
646,Cortez,37.35,-108.59,8.33,39,1,3.6,US,1604370991
647,Craig,40.52,-107.55,7.0,60,1,2.14,US,1604370991
648,Denver,39.74,-104.98,14.44,22,1,4.1,US,1604370841
649,Dillon,34.42,-79.37,5.0,86,1,2.04,US,1604370850
650,Dumont,40.94,-74.0,5.0,51,1,5.7,US,1604370822
651,Durango,24.83,-104.83,10.45,60,0,2.5,MX,1604370893
652,Eagle,43.7,-116.35,12.0,43,0,0.84,US,1604370804
653,Edgewater,28.99,-80.9,19.0,63,75,7.2,US,1604370992
654,El Jebel,39.4,-107.09,6.67,32,1,2.6,US,1604370992
655,Elizabeth,40.66,-74.21,5.0,44,1,6.2,US,1604370935
656,Englewood,39.65,-104.99,14.44,25,1,3.6,US,1604370963
657,Erie,42.77,-78.67,8.0,45,75,13.4,US,1604370992
658,Estes Park,40.38,-105.52,6.67,36,0,1.79,US,1604370993
659,Evergreen,39.63,-105.32,13.33,35,0,3.33,US,1604370826
660,Falcon,-42.75,-65.05,23.88,29,100,11.36,AR,1604370993
661,Federal Heights,39.85,-105.0,16.0,21,5,3.6,US,1604370993
662,Firestone,40.11,-104.94,13.89,37,1,3.1,US,1604370714
663,Fort Carson,38.74,-104.79,16.0,24,1,3.1,US,1604370993
664,Fort Collins,40.59,-105.08,12.78,46,1,2.06,US,1604370719
665,Fort Lupton,40.08,-104.81,12.78,32,0,0.71,US,1604370993
666,Fort Morgan,40.25,-103.8,15.0,19,1,2.6,US,1604370993
667,Fountain,38.68,-104.7,16.0,24,1,3.1,US,1604370993
668,Fraser,42.54,-82.95,7.22,33,40,6.7,US,1604370994
669,Frederick,39.47,-77.4,6.0,38,1,6.2,US,1604370994
670,Frisco,33.15,-96.82,13.89,62,0,3.77,US,1604370784
671,Glenwood Springs,39.55,-107.32,6.67,32,1,2.6,US,1604370719
672,Golden,39.76,-105.22,16.0,21,5,3.6,US,1604370914
673,Granby,45.4,-72.73,-2.22,98,100,1.5,CA,1604370994
674,Grand Junction,39.06,-108.55,12.78,43,1,0.5,US,1604370709
675,Greeley,40.42,-104.71,11.67,57,1,3.1,US,1604370994
676,Greenwood Village,39.62,-104.95,14.44,25,1,3.6,US,1604370739
677,Gunnison,38.7,-107.07,6.0,38,1,2.6,US,1604370994
678,Highlands Ranch,39.55,-104.97,14.44,25,1,3.6,US,1604370995
679,Idaho Springs,39.74,-105.51,8.33,34,0,4.11,US,1604370995
680,Johnstown,40.33,-78.92,2.78,40,90,9.3,US,1604370925
681,Keystone,28.16,-82.62,16.11,75,0,0.45,US,1604370995
682,Littleton,39.61,-105.02,14.44,25,1,3.6,US,1604370995
683,Lone Tree,39.55,-104.89,14.44,25,1,3.6,US,1604370995
684,Longmont,40.17,-105.1,12.78,37,1,3.1,US,1604370814
685,Louisville,38.25,-85.76,7.22,36,20,2.1,US,1604370802
686,Loveland,40.4,-105.08,12.0,46,1,1.86,US,1604370707
687,Monument,39.09,-104.87,10.0,30,0,2.2,US,1604370817
688,Northglenn,39.89,-104.99,16.0,21,5,3.6,US,1604370996
689,Pagosa Springs,37.27,-107.01,9.0,34,1,2.39,US,1604370996
690,Pueblo,38.25,-104.61,12.0,46,1,1.17,US,1604370996
691,Pueblo West,38.35,-104.72,11.67,51,0,1.17,US,1604370996
692,Rifle,39.53,-107.78,8.0,52,1,0.81,US,1604370996
693,Salida,37.71,-121.08,21.11,52,1,1.2,US,1604370923
694,Sheridan,44.83,-106.92,8.33,70,1,2.6,US,1604370996
695,Silverthorne,39.63,-106.07,7.0,20,1,1.42,US,1604370996
696,Snowmass Village,39.21,-106.94,6.67,35,1,4.6,US,1604370996
697,Steamboat Springs,40.48,-106.83,7.0,39,1,1.74,US,1604370996
698,Superior,46.72,-92.1,7.0,60,1,3.1,US,1604370893
699,Telluride,37.94,-107.81,8.89,36,1,3.1,US,1604370997
700,Thornton,39.87,-104.97,16.0,21,5,3.6,US,1604370887
701,La Santisima Trinidad,-14.83,-64.9,25.79,46,20,0.65,BO,1604370997
702,Vail,32.05,-110.71,24.44,21,17,6.14,US,1604370997
703,Wheat Ridge,39.77,-105.08,14.44,24,0,2.05,US,1604370997
704,Winter Park,28.6,-81.34,17.0,72,20,5.1,US,1604370801
705,Woodland Park,40.89,-74.19,5.0,44,1,3.1,US,1604370997
706,Ansonia,41.35,-73.08,4.44,51,1,5.1,US,1604370997
707,Bethel,41.37,-73.41,2.78,51,1,4.6,US,1604370997
708,Bloomfield,40.81,-74.19,5.0,44,1,3.1,US,1604370947
709,Branford,41.28,-72.82,5.0,44,1,4.6,US,1604370948
710,Bridgeport,41.17,-73.2,4.44,48,1,3.6,US,1604370948
711,Bristol,41.83,-71.17,2.22,47,1,4.1,US,1604370713
712,Colchester,51.89,0.9,6.67,90,0,4.55,GB,1604370770
713,Cos Cob,41.03,-73.6,5.0,47,1,4.1,US,1604370998
714,Danbury,41.39,-73.45,2.78,51,1,4.6,US,1604370881
715,Darien,41.75,-87.97,7.78,42,20,3.6,US,1604370998
716,Dayville,37.95,-87.32,6.0,45,1,2.6,US,1604370833
717,Derby,52.92,-1.48,6.0,75,0,4.6,GB,1604370844
718,Enfield,-34.85,138.6,35.0,15,0,6.2,AU,1604370865
719,Farmington,36.73,-108.22,12.78,27,1,2.1,US,1604370999
720,Glastonbury,41.71,-72.61,0.56,61,74,3.21,US,1604370933
721,Greenwich,41.03,-73.63,5.0,47,1,4.1,US,1604370999
722,Groton,41.35,-72.08,3.33,47,1,5.7,US,1604370995
723,Hamden,41.4,-72.9,3.33,44,1,1.5,US,1604370999
724,Hartford,41.77,-72.77,1.11,63,64,2.88,US,1604370970
725,Ledyard Center,41.44,-72.01,3.33,47,1,5.7,US,1604370999
726,Lisbon,38.72,-9.13,16.11,67,0,10.3,PT,1604370470
727,Manchester,53.48,-2.24,6.11,80,77,2.6,GB,1604370771
728,Manchester,53.48,-2.24,6.11,80,77,2.6,GB,1604370771
729,Mansfield,53.13,-1.2,7.22,84,1,0.89,GB,1604370962
730,Meriden,41.54,-72.81,3.33,44,1,1.5,US,1604370999
731,Milford,41.22,-73.06,5.0,48,1,3.6,US,1604370870
732,Monroe,43.15,-77.68,7.78,56,90,9.3,US,1604371000
733,Montville,-26.68,152.88,24.44,62,4,2.24,AU,1604371000
734,Mystic,41.35,-71.97,3.89,47,1,5.7,US,1604371000
735,New Britain,41.66,-72.78,2.0,47,1,2.6,US,1604371000
736,New Canaan,41.15,-73.49,4.44,63,52,7.4,US,1604370919
737,New Fairfield,41.47,-73.49,2.78,51,1,4.6,US,1604371000
738,New Haven,41.4,-72.93,3.33,44,1,1.5,US,1604370902
739,New Milford,40.93,-74.02,5.0,51,1,5.7,US,1604371000
740,Newington,41.7,-72.72,1.11,63,71,0.45,US,1604370911
741,Newtown,-33.9,151.18,23.89,52,20,5.7,AU,1604371000
742,North Haven,41.39,-72.86,3.33,44,1,1.5,US,1604370875
743,Norwich,52.63,1.3,7.0,75,0,5.7,GB,1604370839
744,Old Saybrook,41.29,-72.38,6.11,43,1,3.1,US,1604371001
745,Plainville,41.67,-72.86,2.0,47,1,2.6,US,1604371001
746,Ridgefield,40.83,-74.01,6.0,51,1,5.7,US,1604371001
747,Rocky Hill,41.66,-72.64,0.56,64,74,3.08,US,1604371001
748,Seymour,38.96,-85.89,5.56,42,20,0.89,US,1604370741
749,Shelton,41.32,-73.09,5.0,48,1,3.6,US,1604370859
750,Simsbury,41.88,-72.8,0.0,63,20,3.6,US,1604371001
751,Southbury,41.48,-73.21,2.78,51,1,5.1,US,1604371001
752,Southington,41.6,-72.88,3.0,44,1,1.5,US,1604371001
753,Stamford,41.05,-73.54,5.0,47,1,4.1,US,1604370824
754,Storrs,41.81,-72.25,1.11,60,61,4.21,US,1604371002
755,Stratford,41.18,-73.13,4.44,48,1,3.6,US,1604371002
756,Torrington,41.8,-73.12,1.11,70,38,1.34,US,1604371002
757,Trumbull,41.32,-80.77,4.44,38,40,7.7,US,1604371002
758,Uncasville,41.43,-72.11,3.33,47,1,5.7,US,1604371002
759,Vernon,50.26,-119.27,6.11,75,100,2.6,CA,1604370918
760,Wallingford,41.46,-72.82,3.33,44,1,1.5,US,1604371002
761,Waterbury,41.56,-73.05,3.33,51,1,5.1,US,1604371002
762,Waterford,42.7,-83.4,6.11,35,40,8.2,US,1604371003
763,Watertown,42.37,-71.18,2.0,47,1,3.1,US,1604370911
764,West Hartford,41.76,-72.74,1.11,63,69,2.86,US,1604371003
765,West Haven,41.27,-72.95,4.44,48,1,3.6,US,1604371003
766,Westport,41.14,-73.36,4.0,48,1,3.6,US,1604371003
767,Wethersfield,41.71,-72.65,0.56,63,73,0.45,US,1604371003
768,Wilton,38.41,-121.27,20.56,39,5,1.37,US,1604371003
769,Woodbridge,40.56,-74.28,5.0,48,1,5.1,US,1604370795
770,Washington,47.5,-120.5,8.33,72,93,0.62,US,1604371003
771,Washington D.C.,38.9,-77.04,6.67,38,1,2.6,US,1604370796
